***** Observation. ORDER 1 *****
44,45,55,54,53 -> 54 : 1
20,30,31,41,31 -> 30 : 1
31,30,31,41,31 -> 21 : 1
41,31,30,31,41 -> 31 : 1
21,31,30,31,41 -> 42 : 1
2,3,13,14,4 -> 5 : 1
93,3,13,14,4 -> 3 : 1
97,7,8,18,28 -> 27 : 1
17,7,8,18,28 -> 29 : 1
7,8,18,28,29 -> 28 : 1
9,8,18,28,29 -> 20 : 1
27,28,18,8,18 -> 28 : 1
27,28,18,8,18 -> 8 : 1
17,27,28,18,8 -> 18 : 1
28,27,28,18,8 -> 18 : 1
95,85,95,94,95 -> 85 : 1
95,85,95,94,95 -> 5 : 1
96,95,85,95,94 -> 95 : 1
94,95,85,95,94 -> 95 : 1
4,3,93,3,93 -> 3 : 1
93,3,93,3,93 -> 83 : 1
32,42,32,42,32 -> 42 : 1
32,42,32,42,32 -> 31 : 1
31,32,42,32,42 -> 32 : 1
42,32,42,32,42 -> 32 : 1
81,91,81,71,70 -> 71 : 2
82,81,91,81,71 -> 70 : 1
80,81,91,81,71 -> 70 : 1
91,81,71,70,71 -> 81 : 2
81,71,70,71,81 -> 80 : 1
81,71,70,71,81 -> 91 : 1
37,38,48,49,39 -> 38 : 1
39,38,48,49,39 -> 49 : 1
75,76,66,56,55 -> 54 : 1
77,76,66,56,55 -> 65 : 1
35,34,24,34,24 -> 34 : 1
24,34,24,34,24 -> 23 : 1
14,24,34,24,34 -> 44 : 1
34,24,34,24,34 -> 24 : 1
34,24,34,44,34 -> 33 : 1
23,24,34,44,34 -> 35 : 1
93,92,82,81,91 -> 90 : 1
93,92,82,81,91 -> 1 : 1
3,93,92,82,81 -> 91 : 1
92,93,92,82,81 -> 91 : 1
35,45,46,45,44 -> 43 : 1
44,45,46,45,44 -> 45 : 1
55,45,46,45,44 -> 54 : 1
64,54,53,54,53 -> 54 : 1
53,54,53,54,53 -> 43 : 1
77,67,57,67,77 -> 87 : 1
57,67,57,67,77 -> 76 : 1
49,48,47,48,47 -> 48 : 1
47,48,47,48,47 -> 46 : 1
90,91,1,2,3 -> 13 : 1
1,91,1,2,3 -> 4 : 1
42,43,33,34,44 -> 54 : 1
33,43,33,34,44 -> 45 : 1
3,13,12,13,12 -> 13 : 1
12,13,12,13,12 -> 13 : 1
13,12,13,12,13 -> 12 : 1
13,12,13,12,13 -> 14 : 1
78,68,58,48,58 -> 68 : 1
58,68,58,48,58 -> 57 : 1
29,39,38,39,38 -> 39 : 1
38,39,38,39,38 -> 37 : 1
59,58,68,67,68 -> 69 : 1
68,58,68,67,68 -> 67 : 1
13,3,4,94,93 -> 83 : 1
93,3,4,94,93 -> 94 : 1
71,81,71,70,79 -> 69 : 1
91,81,71,70,79 -> 69 : 1
81,71,70,79,69 -> 60 : 2
71,70,79,69,60 -> 70 : 1
71,70,79,69,60 -> 50 : 1
89,79,69,60,50 -> 60 : 1
70,79,69,60,50 -> 51 : 1
50,60,70,71,81 -> 71 : 1
69,60,70,71,81 -> 82 : 1
51,61,62,61,60 -> 69 : 1
60,61,62,61,60 -> 69 : 1
61,62,61,60,69 -> 60 : 1
61,62,61,60,69 -> 59 : 1
61,60,69,60,70 -> 80 : 1
69,60,69,60,70 -> 71 : 1
20,21,31,21,11 -> 12 : 1
22,21,31,21,11 -> 10 : 1
21,11,12,22,12 -> 13 : 1
1,11,12,22,12 -> 22 : 1
35,45,46,45,35 -> 36 : 1
46,45,46,45,35 -> 36 : 1
57,47,46,45,46 -> 56 : 1
46,47,46,45,46 -> 45 : 1
45,46,45,35,36 -> 46 : 1
45,46,45,35,36 -> 37 : 1
70,60,61,71,61 -> 51 : 1
61,60,61,71,61 -> 71 : 1
71,61,60,61,71 -> 81 : 1
51,61,60,61,71 -> 61 : 1
75,76,75,65,64 -> 63 : 1
66,76,75,65,64 -> 65 : 1
65,55,56,57,58 -> 68 : 1
56,55,56,57,58 -> 68 : 1
55,56,57,58,68 -> 58 : 1
55,56,57,58,68 -> 67 : 1
***** Observation. ORDER 6 *****
74,84,83,82,72,71 -> 61 : 1
94,84,83,82,72,71 -> 72 : 1
48,49,59,58,59,49 -> 59 : 1
39,49,59,58,59,49 -> 59 : 1
49,59,58,59,49,59 -> 69 : 2
59,58,59,49,59,69 -> 68 : 1
59,58,59,49,59,69 -> 60 : 1
43,44,45,55,54,53 -> 63 : 1
54,44,45,55,54,53 -> 54 : 1
17,27,28,18,8,18 -> 28 : 1
28,27,28,18,8,18 -> 8 : 1
96,95,85,95,94,95 -> 85 : 1
94,95,85,95,94,95 -> 5 : 1
31,32,42,32,42,32 -> 42 : 1
42,32,42,32,42,32 -> 31 : 1
82,81,91,81,71,70 -> 71 : 1
80,81,91,81,71,70 -> 71 : 1
81,91,81,71,70,71 -> 81 : 2
91,81,71,70,71,81 -> 80 : 1
91,81,71,70,71,81 -> 91 : 1
3,93,92,82,81,91 -> 90 : 1
92,93,92,82,81,91 -> 1 : 1
3,13,12,13,12,13 -> 12 : 1
12,13,12,13,12,13 -> 14 : 1
71,81,71,70,79,69 -> 60 : 1
91,81,71,70,79,69 -> 60 : 1
81,71,70,79,69,60 -> 70 : 1
81,71,70,79,69,60 -> 50 : 1
51,61,62,61,60,69 -> 60 : 1
60,61,62,61,60,69 -> 59 : 1
35,45,46,45,35,36 -> 46 : 1
46,45,46,45,35,36 -> 37 : 1
65,55,56,57,58,68 -> 58 : 1
56,55,56,57,58,68 -> 67 : 1
***** Observation. ORDER 7 *****
48,49,59,58,59,49,59 -> 69 : 1
39,49,59,58,59,49,59 -> 69 : 1
49,59,58,59,49,59,69 -> 68 : 1
49,59,58,59,49,59,69 -> 60 : 1
82,81,91,81,71,70,71 -> 81 : 1
80,81,91,81,71,70,71 -> 81 : 1
81,91,81,71,70,71,81 -> 80 : 1
81,91,81,71,70,71,81 -> 91 : 1
71,81,71,70,79,69,60 -> 70 : 1
91,81,71,70,79,69,60 -> 50 : 1
***** Observation. ORDER 8 *****
48,49,59,58,59,49,59,69 -> 68 : 1
39,49,59,58,59,49,59,69 -> 60 : 1
82,81,91,81,71,70,71,81 -> 80 : 1
80,81,91,81,71,70,71,81 -> 91 : 1
